Player,birth_state
Rudy Gobert,France
Archie Goodwin,Arkansas
Jorge Gutierrez,Mexico
Justin Hamilton,California
Elias Harris,Germany
Solomon Hill,California
Scotty Hopson,Kentucky
Robbie Hummel,Indiana
Sergey Karasev,Russia
Ryan Kelly,New York
Ognjen Kuzmic,Bosnia and Herzegovina
Shane Larkin,Ohio
Ricky Ledo,Rhode Island
Alex Len,Ukraine
Ray McCallum,Wisconsin
Ben McLemore,Missouri
Gal Mekel,Israel
Tony Mitchell,Ohio
Shabazz Muhammad,California
Erik Murphy,France
Toure' Murry,Texas
Mike Muscala,Minnesota
Nemanja Nedovic,Serbia
James Nunnally,California
Victor Oladipo,Maryland
Kelly Olynyk,Canada
Arinze Onuaku,Maryland
Mason Plumlee,Indiana
Otto Porter,Missouri
Phil Pressey,Texas
Miroslav Raduljica,Serbia
Andre Roberson,Tennessee
Dennis Schroder,Germany
Peyton Siva,Washington
Tony Snell,California
James Southerland,New York
Adonis Thomas,Tennessee
Hollis Thompson,California
Casper Ware,California
Royce White,Alabama
Jeff Withey,California
Nate Wolters,Minnesota
Cody Zeller,Indiana
Jordan Adams,Georgia
Furkan Aldemir,Turkey
Kyle Anderson,New York
Cameron Bairstow,Australia
Jerrelle Benimon,Virginia
Sim Bhullar,Canada
Tarik Black,Tennessee
Bojan Bogdanovic,Serbia
Jabari Brown,California
Markel Brown,Arkansas
Bruno Caboclo,Brazil
Will Cherry,California
Patrick Christopher,California
Jordan Clarkson,Florida
Jack Cooley,Illinois
Bryce Cotton,Arizona
Andre Dawkins,Virginia
Spencer Dinwiddie,California
Zoran Dragic,Slovenia
Cleanthony Early,New York
James Ennis,California
Tyler Ennis,Canada
Dante Exum,Australia
Tim Frazier,Texas
Langston Galloway,Louisiana
Aaron Gordon,California
Drew Gordon,California
Jerami Grant,Oregon
Erick Green,California
JaMychal Green,Alabama
Gary Harris,Indiana
Joe Harris,Washington
Rodney Hood,Mississippi
Joe Ingles,Australia
Cory Jefferson,Washington
Grant Jerrett,California
Nick Johnson,Arizona
Tyler Johnson,North Dakota
Sean Kilpatrick,New York
Alex Kirk,New Mexico
Joffrey Lauvergne,France
Zach LaVine,Washington
Kalin Lucas,Michigan
Devyn Marble,Michigan
Doug McDermott,North Dakota
Mitch McGary,Indiana
Jerel McNeal,Illinois
Elijah Millsap,Louisiana
Nikola Mirotic,Montenegro
Eric Moreland,Texas
Shabazz Napier,Massachusetts
Nerlens Noel,Massachusetts
Lucas Nogueira,Brazil
Jusuf Nurkic,Bosnia and Herzegovina
Johnny O'Bryant,Mississippi
Kostas Papanikolaou,Greece
Jabari Parker,Illinois
Adreian Payne,Ohio
Elfrid Payton,Louisiana
Dwight Powell,Canada
Julius Randle,Texas
Damjan Rudez,Croatia
JaKarr Sampson,California
Marcus Smart,Texas
Russ Smith,New York
Nik Stauskas,Canada
David Stockton,Washington
Jarnell Stokes,Tennessee
Noah Vonleh,Massachusetts
David Wear,California
Travis Wear,California
Shayne Whittington,Michigan
Andrew Wiggins,Canada
James Young,Michigan
Cliff Alexander,Illinois
Justin Anderson,Virginia
Thanasis Antetokounmpo,Greece
Keith Appling,Michigan
Nemanja Bjelica,Serbia
Devin Booker,Michigan
Anthony Brown,Illinois
Willie Cauley-Stein,Kansas
Rakeem Christmas,New Jersey
Coty Clarke,Tennessee
Pat Connaughton,Massachusetts
Branden Dawson,Indiana
Bryce Dejean-Jones,California
Sam Dekker,Wisconsin
Duje Dukan,Croatia
Jarell Eddie,Florida
Cristiano Felicio,Brazil
Jerian Grant,Oregon
Montrezl Harrell,North Carolina
Aaron Harrison,Texas
Mario Hezonja,Croatia
Darrun Hilliard,Pennsylvania
Rondae Hollis-Jefferson,Pennsylvania
Richaun Holmes,Illinois
Marcelo Huertas,Brazil
Josh Huestis,Texas
Damien Inglis,French Guiana
Stanley Johnson,Pennsylvania
Nikola Jokic,Serbia
Tyus Jones,Minnesota
Frank Kaminsky,Illinois
Sasha Kaun,Russia
Kevon Looney,Wisconsin
Trey Lyles,Canada
Boban Marjanovic,Serbia
Jarell Martin,Louisiana
Chris McCullough,New York
Jordan McRae,Georgia
Salah Mejri,Tunisia
Jordan Mickey,Texas
Luis Montero,Dominican Republic
Emmanuel Mudiay,Democratic Republic of the Congo
Raul Neto,Brazil
Jahlil Okafor,Illinois
Kelly Oubre,Louisiana
Lamar Patterson,Pennsylvania
Cameron Payne,Tennessee
Tibor Pleiss,Germany
Bobby Portis,Arkansas
Kristaps Porzingis,Latvia
Norman Powell,California
Willie Reed,Louisiana
Josh Richardson,Oklahoma
Terry Rozier,Ohio
Jonathon Simmons,Alabama
Alex Stepheson,California
Walter Tavares,Cape Verde
Axel Toupane,France
Karl-Anthony Towns,New Jersey
Myles Turner,Texas
Rashad Vaughn,Minnesota
Briante Weber,Virginia
Justise Winslow,Texas
Christian Wood,California
Delon Wright,California
Joe Young,Texas
Alex Abrines,Spain
Ron Baker,Kansas
Wade Baldwin,New Jersey
Malik Beasley,Georgia
DeAndre' Bembry,North Carolina
Dragan Bender,Bosnia and Herzegovina
Davis Bertans,Latvia
Joel Bolomboy,Ukraine
Malcolm Brogdon,Georgia
Jaylen Brown,California
Nicolas Brussino,Argentina
Marquese Chriss,California
Semaj Christon,Ohio
Quinn Cook,District of Columbia
Deyonta Davis,Michigan
Malcolm Delaney,Maryland
Cheick Diallo,Mali
Kris Dunn,Connecticut
Henry Ellenson,Wisconsin
Joel Embiid,Cameroon
Kay Felder,Michigan
Yogi Ferrell,Indiana
Dorian Finney-Smith,Virginia
Bryn Forbes,Michigan
Patricio Garino,Argentina
Michael Gbinije,Connecticut
Marcus Georges-Hunt,Florida
Jonathan Gibson,California
Treveon Graham,District of Columbia
Andrew Harrison,Texas
Juan Hernangomez,Spain
Willy Hernangomez,Spain
Buddy Hield,Bahamas
Danuel House,Texas
Brandon Ingram,North Carolina
Demetrius Jackson,Indiana
Pierre Jackson,Nevada
Brice Johnson,Utah
Damian Jones,Texas
Derrick Jones,Georgia
Mindaugas Kuzminskas,Lithuania
Skal Labissiere,Haiti
Nicolas Laprovittola,Argentina
Jake Layman,Massachusetts
Caris LeVert,Ohio
Shawn Long,Louisiana
Timothe Luwawu-Cabarrot,France
Patrick McCaw,Missouri
Sheldon McClellan,Texas
Rodney McGruder,Maryland
Dejounte Murray,Washington
Jamal Murray,Canada
Maurice Ndour,Senegal
Georges Niang,Massachusetts
David Nwaba,California
Daniel Ochefu,Maryland
Chinanu Onuaku,Maryland
Georgios Papagiannis,Greece
Gary Payton,California
Marshall Plumlee,Indiana
Jakob Poeltl,Austria
Alex Poythress,Georgia
Tim Quarterman,Georgia
Chasson Randle,Illinois
Malachi Richardson,New Jersey
Domantas Sabonis,Oregon
Dario Saric,Croatia
Tomas Satoransky,Czech Republic
Wayne Selden,Massachusetts
Pascal Siakam,Cameroon
Diamond Stone,Wisconsin
Isaiah Taylor,California
Mike Tobey,New York
Tyler Ulis,Michigan
Jarrod Uthoff,Iowa
Denzel Valentine,Michigan
Fred VanVleet,Illinois
Okaro White,Florida
Isaiah Whitehead,New York
Troy Williams,South Carolina
Kyle Wiltjer,Oregon
Stephen Zimmerman,Tennessee
Paul Zipser,Germany
Ivica Zubac,Bosnia and Herzegovina
